[2025-10-01 17:10:14] [INFO    ] discord.client: logging in using static token
[2025-10-01 17:10:29] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages has received {'type': 0, 'content': 'Joined the voice channel!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-01T14:10:29.382000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1422948793086775339', 'channel_id': '1422903339800334400', 'author': {'id': '1422898475057549403', 'username': 'Juru', 'avatar': None, 'discriminator': '7630', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '13054372831338892567'}
[2025-10-01 17:10:29] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-01 17:10:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-01T14:10:30.813000+00:00', 'pinned': False, 'nonce': '1422948799428427776', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-01T11:09:52.461000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1422948799088820346', 'flags': 1024, 'embeds': [{'video': {'width': 1280, 'url': 'https://www.youtube.com/embed/vQ9irOV-U34', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0}, 'url': 'https://www.youtube.com/watch?v=vQ9irOV-U34', 'type': 'video', 'title': 'BLOODLUST', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/gOzzCox6CCXB5tZFvRjAtD0r2fQqb0FWm7rEzvFabr4/https/i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://www.youtube.com', 'name': 'YouTube'}, 'id': '1422948799088820347', 'description': 'Join my discord: https://discord.gg/w48bvZEuHX\n-------------------|\n\nSpotify: https://open.spotify.com/artist/4m6gJ1ZMwIiUUveRuKg65h?si=hxmAc9hoRIWwnLAxl9bDpg\n\n🌐 Follow me on social media for more updates and insights:\n\nLore: https://www.worldanvil.com/w/the-shatterplanes\n\nInstagram: https://www.instagram.com/dysmn.exe/\nTiktok: https://www.ti...', 'color': 16711680, 'author': {'url': 'https://www.youtube.com/channel/UCBdxXQRUwjfiL0SfVyhkauw', 'name': 'Dysmn'}}], 'edited_timestamp': None, 'content': '!play https://www.youtube.com/watch?v=vQ9irOV-U34', 'components': [], 'channel_type': 0, 'channel_id': '1422903339800334400', 'author': {'username': 'nyxb', 'public_flags': 0, 'primary_guild': None, 'id': '174892819339542529', 'global_name': 'Nyx', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'a_f023d07a1328392ee1023831d1d000f9'}, 'attachments': [], 'guild_id': '1422903339191894130'}}
[2025-10-01 17:10:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-01 17:10:31] [DEBUG   ] discord.client: Dispatching event message
[2025-10-01 17:10:31] [DEBUG   ] discord.client: Dispatching event command
[2025-10-01 17:10:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-01T14:10:31.102000+00:00', 'pinned': False, 'nonce': '15008466688300572553', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1422903757317869641'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-01T11:11:32.109130+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1422948800301109252', 'flags': 1024, 'embeds': [{'video': {'width': 1280, 'url': 'https://www.youtube.com/embed/vQ9irOV-U34', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0}, 'url': 'https://www.youtube.com/watch?v=vQ9irOV-U34', 'type': 'video', 'title': 'BLOODLUST', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/gOzzCox6CCXB5tZFvRjAtD0r2fQqb0FWm7rEzvFabr4/https/i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://www.youtube.com', 'name': 'YouTube'}, 'id': '1422948800301109253', 'description': 'Join my discord: https://discord.gg/w48bvZEuHX\n-------------------|\n\nSpotify: https://open.spotify.com/artist/4m6gJ1ZMwIiUUveRuKg65h?si=hxmAc9hoRIWwnLAxl9bDpg\n\n🌐 Follow me on social media for more updates and insights:\n\nLore: https://www.worldanvil.com/w/the-shatterplanes\n\nInstagram: https://www.instagram.com/dysmn.exe/\nTiktok: https://www.ti...', 'color': 16711680, 'author': {'url': 'https://www.youtube.com/channel/UCBdxXQRUwjfiL0SfVyhkauw', 'name': 'Dysmn'}}], 'edited_timestamp': None, 'content': 'Processing: https://www.youtube.com/watch?v=vQ9irOV-U34', 'components': [], 'channel_type': 0, 'channel_id': '1422903339800334400', 'author': {'username': 'Juru', 'public_flags': 0, 'primary_guild': None, 'id': '1422898475057549403', 'global_name': None, 'display_name_styles': None, 'discriminator': '7630', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1422903339191894130'}}
[2025-10-01 17:10:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-01 17:10:31] [DEBUG   ] discord.client: Dispatching event message
[2025-10-01 17:10:31] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages with {"content":"Processing: https://www.youtube.com/watch?v=vQ9irOV-U34","components":[],"nonce":"15008466688300572553","enforce_nonce":true,"tts":false} has returned 200
[2025-10-01 17:10:31] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages has received {'type': 0, 'content': 'Processing: https://www.youtube.com/watch?v=vQ9irOV-U34', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'video', 'url': 'https://www.youtube.com/watch?v=vQ9irOV-U34', 'title': 'BLOODLUST', 'description': 'Join my discord: https://discord.gg/w48bvZEuHX\n-------------------|\n\nSpotify: https://open.spotify.com/artist/4m6gJ1ZMwIiUUveRuKg65h?si=hxmAc9hoRIWwnLAxl9bDpg\n\n🌐 Follow me on social media for more updates and insights:\n\nLore: https://www.worldanvil.com/w/the-shatterplanes\n\nInstagram: https://www.instagram.com/dysmn.exe/\nTiktok: https://www.ti...', 'color': 16711680, 'author': {'name': 'Dysmn', 'url': 'https://www.youtube.com/channel/UCBdxXQRUwjfiL0SfVyhkauw'}, 'provider': {'name': 'YouTube', 'url': 'https://www.youtube.com'}, 'thumbnail': {'url': 'https://i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/gOzzCox6CCXB5tZFvRjAtD0r2fQqb0FWm7rEzvFabr4/https/i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'width': 1280, 'height': 720, 'content_type': 'image/jpeg', 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'placeholder_version': 1, 'flags': 0}, 'video': {'url': 'https://www.youtube.com/embed/vQ9irOV-U34', 'width': 1280, 'height': 720, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'placeholder_version': 1, 'flags': 0}}], 'timestamp': '2025-10-01T14:10:31.102000+00:00', 'edited_timestamp': None, 'flags': 1024, 'components': [], 'id': '1422948800301109252', 'channel_id': '1422903339800334400', 'author': {'id': '1422898475057549403', 'username': 'Juru', 'avatar': None, 'discriminator': '7630', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15008466688300572553'}
[2025-10-01 17:10:34] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327834457, 'seq_ack': 3}.
[2025-10-01 17:10:35] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['ffmpeg', '-reconnect', '1', '-reconnect_streamed', '1', '-reconnect_delay_max', '5', '-i', 'https://rr10---sn-uxap5nvoxg5-ixhs.googlevideo.com/videoplayback?expire=1759349432&ei=WDbdaITeM_K7v_IP3qLCuAc&ip=176.72.89.151&id=o-ANaebXVgYh3DgjqsNoj5KEobT9IdiI3DjgquKdbCYaDX&itag=251&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1759327832%2C&mh=UH&mm=31%2C29&mn=sn-uxap5nvoxg5-ixhs%2Csn-ixh7rn76&ms=au%2Crdu&mv=m&mvi=10&pcm2cms=yes&pl=26&rms=au%2Cau&initcwndbps=2075000&bui=ATw7iSX72Sq3QVnA6X9DyPosWYblsVhcmDzmL3fn-mCEAto2V02M7gJoIYx053rqjgBCZJGYXcxEUex6&vprv=1&svpuc=1&mime=audio%2Fwebm&ns=1-jIlOgzRW4S1JCYQXgz7pwQ&rqh=1&gir=yes&clen=4292040&dur=267.041&lmt=1758660141781239&mt=1759327427&fvip=3&keepalive=yes&lmw=1&fexp=51557447%2C51565115%2C51565682%2C51580970&c=TVHTML5&sefc=1&txp=5532534&n=w2SprUZo0RmDgA&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cdur%2Clmt&sig=AJfQdSswRgIhAJvv7FGiakbyjZytlHugzAKdcJmNJ7311a7JYiVK_2U7AiEAmiTJcNkeRjndoLZ43w-80Qsbx3TvOWEPdFSJCK2fZ_4%3D&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Crms%2Cinitcwndbps&lsig=APaTxxMwRQIgAL0LDEp2XnRoDxiR7-7FG6QUBZCtLG95i8wHAix1r4YCIQDZ1UXTqgEVKyQDDfeVTTKtNAvL01MbEvLZDQ5TKW7whA%3D%3D', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '8192', '-vn', 'pipe:1']
[2025-10-01 17:10:35] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327834457, 'seq_ack': 3}}.
[2025-10-01 17:10:35] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 220571}}.
[2025-10-01 17:10:35] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327834457}}
[2025-10-01 17:10:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-01T14:10:35.547000+00:00', 'pinned': False, 'nonce': '12515571028238013736', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1422903757317869641'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-01T11:11:32.109130+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1422948818944528396', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Now playing: **BLOODLUST**', 'components': [], 'channel_type': 0, 'channel_id': '1422903339800334400', 'author': {'username': 'Juru', 'public_flags': 0, 'primary_guild': None, 'id': '1422898475057549403', 'global_name': None, 'display_name_styles': None, 'discriminator': '7630', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1422903339191894130'}}
[2025-10-01 17:10:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-01 17:10:35] [DEBUG   ] discord.client: Dispatching event message
[2025-10-01 17:10:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages with {"content":"Now playing: **BLOODLUST**","components":[],"nonce":"12515571028238013736","enforce_nonce":true,"tts":false} has returned 200
[2025-10-01 17:10:36] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages has received {'type': 0, 'content': 'Now playing: **BLOODLUST**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-01T14:10:35.547000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1422948818944528396', 'channel_id': '1422903339800334400', 'author': {'id': '1422898475057549403', 'username': 'Juru', 'avatar': None, 'discriminator': '7630', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12515571028238013736'}
[2025-10-01 17:10:36] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-01 17:10:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 13, 'op': 0, 'd': {'user_id': '174892819339542529', 'timestamp': 1759327839, 'member': {'user': {'username': 'nyxb', 'public_flags': 0, 'primary_guild': None, 'id': '174892819339542529', 'global_name': 'Nyx', 'display_name_styles': None, 'display_name': 'Nyx', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'a_f023d07a1328392ee1023831d1d000f9'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-01T11:09:52.461000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1422903339800334400', 'guild_id': '1422903339191894130'}}
[2025-10-01 17:10:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-01 17:10:39] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-01 17:10:39] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-01 17:10:40] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327840708, 'seq_ack': 3}.
[2025-10-01 17:10:40] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327840708, 'seq_ack': 3}}.
[2025-10-01 17:10:40] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327840708}}
[2025-10-01 17:10:45] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327845713, 'seq_ack': 3}.
[2025-10-01 17:10:45] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327845713, 'seq_ack': 3}}.
[2025-10-01 17:10:45] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327845713}}
[2025-10-01 17:10:50] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327850721, 'seq_ack': 3}.
[2025-10-01 17:10:50] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327850721, 'seq_ack': 3}}.
[2025-10-01 17:10:50] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327850721}}
[2025-10-01 17:10:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-01T14:10:51.372000+00:00', 'pinned': False, 'nonce': '1422948885931753472', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-01T11:09:52.461000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1422948885319385210', 'flags': 1024, 'embeds': [{'video': {'width': 1280, 'url': 'https://www.youtube.com/embed/vQ9irOV-U34', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0}, 'url': 'https://www.youtube.com/watch?v=vQ9irOV-U34', 'type': 'video', 'title': 'BLOODLUST', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/gOzzCox6CCXB5tZFvRjAtD0r2fQqb0FWm7rEzvFabr4/https/i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://www.youtube.com', 'name': 'YouTube'}, 'id': '1422948885319385211', 'description': 'Join my discord: https://discord.gg/w48bvZEuHX\n-------------------|\n\nSpotify: https://open.spotify.com/artist/4m6gJ1ZMwIiUUveRuKg65h?si=hxmAc9hoRIWwnLAxl9bDpg\n\n🌐 Follow me on social media for more updates and insights:\n\nLore: https://www.worldanvil.com/w/the-shatterplanes\n\nInstagram: https://www.instagram.com/dysmn.exe/\nTiktok: https://www.ti...', 'color': 16711680, 'author': {'url': 'https://www.youtube.com/channel/UCBdxXQRUwjfiL0SfVyhkauw', 'name': 'Dysmn'}}], 'edited_timestamp': None, 'content': '!play https://www.youtube.com/watch?v=vQ9irOV-U34', 'components': [], 'channel_type': 0, 'channel_id': '1422903339800334400', 'author': {'username': 'nyxb', 'public_flags': 0, 'primary_guild': None, 'id': '174892819339542529', 'global_name': 'Nyx', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'a_f023d07a1328392ee1023831d1d000f9'}, 'attachments': [], 'guild_id': '1422903339191894130'}}
[2025-10-01 17:10:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-01 17:10:51] [DEBUG   ] discord.client: Dispatching event message
[2025-10-01 17:10:51] [DEBUG   ] discord.client: Dispatching event command
[2025-10-01 17:10:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-01T14:10:51.828000+00:00', 'pinned': False, 'nonce': '4882076421042551910', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1422903757317869641'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-01T11:11:32.109130+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1422948887232254114', 'flags': 1024, 'embeds': [{'video': {'width': 1280, 'url': 'https://www.youtube.com/embed/vQ9irOV-U34', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0}, 'url': 'https://www.youtube.com/watch?v=vQ9irOV-U34', 'type': 'video', 'title': 'BLOODLUST', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/gOzzCox6CCXB5tZFvRjAtD0r2fQqb0FWm7rEzvFabr4/https/i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'placeholder_version': 1, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://www.youtube.com', 'name': 'YouTube'}, 'id': '1422948887232254115', 'description': 'Join my discord: https://discord.gg/w48bvZEuHX\n-------------------|\n\nSpotify: https://open.spotify.com/artist/4m6gJ1ZMwIiUUveRuKg65h?si=hxmAc9hoRIWwnLAxl9bDpg\n\n🌐 Follow me on social media for more updates and insights:\n\nLore: https://www.worldanvil.com/w/the-shatterplanes\n\nInstagram: https://www.instagram.com/dysmn.exe/\nTiktok: https://www.ti...', 'color': 16711680, 'author': {'url': 'https://www.youtube.com/channel/UCBdxXQRUwjfiL0SfVyhkauw', 'name': 'Dysmn'}}], 'edited_timestamp': None, 'content': 'Processing: https://www.youtube.com/watch?v=vQ9irOV-U34', 'components': [], 'channel_type': 0, 'channel_id': '1422903339800334400', 'author': {'username': 'Juru', 'public_flags': 0, 'primary_guild': None, 'id': '1422898475057549403', 'global_name': None, 'display_name_styles': None, 'discriminator': '7630', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1422903339191894130'}}
[2025-10-01 17:10:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-01 17:10:52] [DEBUG   ] discord.client: Dispatching event message
[2025-10-01 17:10:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages with {"content":"Processing: https://www.youtube.com/watch?v=vQ9irOV-U34","components":[],"nonce":"4882076421042551910","enforce_nonce":true,"tts":false} has returned 200
[2025-10-01 17:10:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages has received {'type': 0, 'content': 'Processing: https://www.youtube.com/watch?v=vQ9irOV-U34', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'video', 'url': 'https://www.youtube.com/watch?v=vQ9irOV-U34', 'title': 'BLOODLUST', 'description': 'Join my discord: https://discord.gg/w48bvZEuHX\n-------------------|\n\nSpotify: https://open.spotify.com/artist/4m6gJ1ZMwIiUUveRuKg65h?si=hxmAc9hoRIWwnLAxl9bDpg\n\n🌐 Follow me on social media for more updates and insights:\n\nLore: https://www.worldanvil.com/w/the-shatterplanes\n\nInstagram: https://www.instagram.com/dysmn.exe/\nTiktok: https://www.ti...', 'color': 16711680, 'author': {'name': 'Dysmn', 'url': 'https://www.youtube.com/channel/UCBdxXQRUwjfiL0SfVyhkauw'}, 'provider': {'name': 'YouTube', 'url': 'https://www.youtube.com'}, 'thumbnail': {'url': 'https://i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/gOzzCox6CCXB5tZFvRjAtD0r2fQqb0FWm7rEzvFabr4/https/i.ytimg.com/vi/vQ9irOV-U34/maxresdefault.jpg', 'width': 1280, 'height': 720, 'content_type': 'image/jpeg', 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'placeholder_version': 1, 'flags': 0}, 'video': {'url': 'https://www.youtube.com/embed/vQ9irOV-U34', 'width': 1280, 'height': 720, 'placeholder': 'TFkKHISfNmWcaWZ7dmavmUlwZw==', 'placeholder_version': 1, 'flags': 0}}], 'timestamp': '2025-10-01T14:10:51.828000+00:00', 'edited_timestamp': None, 'flags': 1024, 'components': [], 'id': '1422948887232254114', 'channel_id': '1422903339800334400', 'author': {'id': '1422898475057549403', 'username': 'Juru', 'avatar': None, 'discriminator': '7630', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4882076421042551910'}
[2025-10-01 17:10:52] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 220571}}.
[2025-10-01 17:10:52] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 9996.
[2025-10-01 17:10:52] [INFO    ] discord.player: ffmpeg process 9996 has not terminated. Waiting to terminate...
[2025-10-01 17:10:52] [INFO    ] discord.player: ffmpeg process 9996 should have terminated with a return code of 1.
[2025-10-01 17:10:55] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327855751, 'seq_ack': 3}.
[2025-10-01 17:10:56] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['ffmpeg', '-reconnect', '1', '-reconnect_streamed', '1', '-reconnect_delay_max', '5', '-i', 'https://rr10---sn-uxap5nvoxg5-ixhs.googlevideo.com/videoplayback?expire=1759349453&ei=bTbdaI7aFLyTv_IPz7i18Aw&ip=176.72.89.151&id=o-AKpGh_by5QWygDdrIFQM0DpKcooX4LBMRviDfWNjPKhv&itag=251&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1759327853%2C&mh=UH&mm=31%2C29&mn=sn-uxap5nvoxg5-ixhs%2Csn-ixh7yn7e&ms=au%2Crdu&mv=m&mvi=10&pl=26&rms=au%2Cau&initcwndbps=2075000&bui=ATw7iSWgcPBINge7HhduQONBYuOWqmafjQTYzKX6vYseR1Y9mIMgYpS7Nlj2V3o7Hn9-ARrS531MnM7o&vprv=1&svpuc=1&mime=audio%2Fwebm&ns=CTAiZaBfF2v7ykzyo_K_PL4Q&rqh=1&gir=yes&clen=4292040&dur=267.041&lmt=1758660141781239&mt=1759327427&fvip=1&keepalive=yes&lmw=1&fexp=51557447%2C51565115%2C51565682%2C51580970&c=TVHTML5&sefc=1&txp=5532534&n=ngTddVEXZhsySA&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cdur%2Clmt&sig=AJfQdSswRQIhAJHijup67BxC7b-dzLU1M-JatK4SjfFHvQKNUnVCrbPtAiA-4e97P5LmlxKlBqIr7XyfQOztULn4XOadYCkFEd0sbA%3D%3D&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=APaTxxMwRQIhAL3tqzbtZ9ZuMAbAb7Wy12T3j5KSRfMuEbVZhARBUrCOAiAXF79_HaXZNkjMTXTJ5SQHMtycM7wueJe78uHpqgaBOQ%3D%3D', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '8192', '-vn', 'pipe:1']
[2025-10-01 17:10:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327855751, 'seq_ack': 3}}.
[2025-10-01 17:10:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 220571}}.
[2025-10-01 17:10:56] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327855751}}
